tool	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 	PP-FOND 
run set	prp	prp	prp	prp	prp	prp	prp	prp_inv0	prp_inv0	prp_inv0	prp_inv0	prp_inv0	prp_inv0	prp_inv0
/home/nitin/app/experiments/benchexe/tasks/	status	cputime (s)	walltime (s)	memory (MB)	policy_size	solve_time	translation_time	status	cputime (s)	walltime (s)	memory (MB)	policy_size	solve_time	translation_time
AIJ_Barman_SCC56_18.yml	true	107.456764	107.48225182400347	133.128192	2275	107.01665155699447	0.29243134400167037	false	1799.390344	1799.4918115610199	155.541504	-1	1799.0064994959976	0.29464578299666755
AIJ_Barman_SCC56_19.yml	true	985.475704	985.5612154519986	206.995456	5347	985.0944211329988	0.29429263699421426	false	1799.403878	1799.491714734002	215.453696	-1	1799.0021886259783	0.29640173801453784
AIJ_Barman_SCC56_2.yml	true	16.933328	16.95505839499674	36.151296	1746	16.48724110100011	0.29194368699972983	true	24.439416	24.461107812006958	41.353216	1931	23.98348641899065	0.3013986570003908
AIJ_Barman_SCC56_20.yml	true	147.567812	147.59713925600227	108.384256	2958	147.11588098599896	0.29610967700136825	false	1799.39361	1799.4878361439914	184.557568	-1	1799.0019150800072	0.2933945959957782
AIJ_Barman_SCC56_3.yml	true	28.635501	28.6616542940028	37.875712	1998	28.160808873995848	0.3090583860030165	true	30.126357	30.152475312992465	41.492480	1911	29.684989219997078	0.29154046697658487
AIJ_Barman_SCC56_4.yml	true	26.245548	26.26972452699556	36.798464	1858	25.79106027099624	0.2974401199971908	true	34.0813	34.10543243700522	41.664512	1977	33.62930385101936	0.29679787199711427
AIJ_Barman_SCC56_5.yml	true	19.579672	19.60417853800027	36.356096	1729	19.13848135399894	0.29101882899703924	true	179.322538	179.35261087599793	58.294272	3669	178.88448668300407	0.29419036000035703
AIJ_Barman_SCC56_6.yml	false	1799.370927	1799.483773898006	115.953664	-1	1799.0014996209939	0.29318352300469996	false	1799.379979	1799.4908721910033	114.073600	-1	1799.006469806016	0.2932931229879614
AIJ_Barman_SCC56_7.yml	false	1799.186873	1799.4908312390035	130.850816	-1	1799.002908218994	0.29367187900061253	false	1799.396846	1799.479908268986	117.325824	-1	1799.0042083210137	0.28894096400472336
AIJ_Barman_SCC56_8.yml	false	1799.371077	1799.489726592008	116.047872	-1	1799.0044029529963	0.29648315299709793	false	1799.396664	1799.4929361190007	117.370880	-1	1799.0095854260144	0.2917525439988822
AIJ_Barman_SCC56_9.yml	true	1696.165445	1696.274233461998	164.380672	7100	1695.805898118997	0.29727060499863	false	1799.271364	1799.5023027290008	106.328064	-1	1799.0022326390026	0.305546161980601
AIJ_BlocksWorld_EIGHT4-51_10.yml	true	2.295451	2.3174294240016025	47.943680	71	1.891213130998949	0.24685668599704513	true	0.612494	0.6347267989767715	32.747520	71	0.2118592970073223	0.24481200601439923
AIJ_BlocksWorld_EIGHT4-51_13.yml	true	4.881416	4.902998199999274	55.914496	83	4.481173714004399	0.24829844499618048	true	0.634331	0.6551653100177646	32.751616	83	0.22502718097530305	0.2517787889810279
AIJ_BlocksWorld_EIGHT4-51_16.yml	true	7.726175	7.748690768996312	59.359232	93	7.317427571993903	0.2501780019956641	true	0.632835	0.6532480330206454	33.013760	93	0.23270611601765268	0.24499041397939436
AIJ_BlocksWorld_EIGHT4-51_19.yml	true	11.13967	11.163134168004035	75.759616	133	10.736838785996952	0.25182387699896935	true	0.656819	0.6772417289903387	32.972800	133	0.2508216900168918	0.25009625300299376
AIJ_BlocksWorld_EIGHT4-51_22.yml	true	20.224407	20.247197734999645	131.985408	143	19.82050800199795	0.253357320005307	true	0.665399	0.685191386990482	33.234944	143	0.2544022850051988	0.2532944770064205
AIJ_BlocksWorld_EIGHT4-51_25.yml	true	26.311839	26.33563187300024	262.225920	191	25.879767356993398	0.2635341729983338	true	0.688101	0.7082762309873942	33.505280	191	0.26238597501651384	0.26917949799099006
AIJ_BlocksWorld_EIGHT4-51_28.yml	true	18.36145	18.38505605300452	260.464640	185	17.940510417996848	0.2667607610055711	true	0.711192	0.7317963049863465	33.603584	185	0.2912234819959849	0.2656113489938434
AIJ_BlocksWorld_EIGHT4-51_31.yml	true	16.456821	16.482297930997447	258.969600	231	16.04087351099588	0.26961675599886803	true	0.752395	0.7726221279881429	33.767424	231	0.3227399780007545	0.267250739998417
AIJ_BlocksWorld_EIGHT4-51_34.yml	true	15.34318	15.366730962996371	257.495040	233	14.931312779001018	0.2630748509982368	true	0.748542	0.7676761969923973	33.755136	233	0.32562690699705854	0.26549937200616114
AIJ_BlocksWorld_EIGHT4-51_37.yml	true	14.369311	14.393623499003297	255.922176	261	13.937153520993888	0.27798237100068945	true	0.769986	0.7896957950142678	33.984512	261	0.34537575699505396	0.2684126210224349
AIJ_BlocksWorld_EIGHT4-51_4.yml	true	0.609154	0.6312066660029814	32.620544	23	0.21304318300099112	0.24203892600053223	true	0.596137	0.6148345219844487	32.514048	23	0.19202911498723552	0.24092186099733226
AIJ_BlocksWorld_EIGHT4-51_40.yml	true	14.145211	14.168745932001912	254.230528	268	13.721125934003794	0.2716110659966944	true	0.780142	0.7990791389893275	34.111488	269	0.3469728399941232	0.2752793380059302
AIJ_BlocksWorld_EIGHT4-51_43.yml	true	12.974721	12.999107244999323	252.690432	307	12.545029943998088	0.27922412100451766	true	0.808166	0.8272484440240078	34.320384	307	0.3702951619925443	0.27928004498244263
AIJ_BlocksWorld_EIGHT4-51_46.yml	true	13.196208	13.217536305994145	250.970112	360	12.753383553994354	0.28731149999657646	true	0.868472	0.8876966999960132	34.422784	360	0.43053889099974185	0.28058519499609247
AIJ_BlocksWorld_EIGHT4-51_49.yml	true	13.016626	13.0404462660008	249.458688	329	12.57566376899922	0.2907359929959057	true	0.83133	0.8514401510183234	34.557952	329	0.39228655901388265	0.28307666900218464
AIJ_BlocksWorld_EIGHT4-51_52.yml	true	12.377289	12.399498019003659	247.795712	392	11.932972012000391	0.28806373800034635	true	0.885752	0.9056861860153731	34.521088	392	0.44205789201078005	0.28528457999345846
AIJ_BlocksWorld_EIGHT4-51_7.yml	true	0.78392	0.8039491529998486	34.045952	42	0.38550355000188574	0.24378451600205153	true	0.591845	0.6114843909745105	32.632832	42	0.19860010899719782	0.23636012600036338
AIJ_BlocksWorld_EIGHT50_1.yml	true	21.95464	21.97727472900442	261.742592	773	21.54111552500399	0.26642101000470575	true	0.915032	0.9352341719786637	33.759232	773	0.4909783350012731	0.2675897419976536
AIJ_BlocksWorld_EIGHT50_10.yml	true	26.260479	26.284372565998638	262.995968	4268	25.82224648600095	0.28619044100196334	true	4.60633	4.626849680993473	102.842368	4268	4.165119646000676	0.2840413920057472
AIJ_BlocksWorld_EIGHT50_11.yml	true	26.272467	26.295879297002102	263.270400	4368	25.844275090996234	0.28090626100311056	true	4.902401	4.92260145500768	82.550784	4368	4.456378556002164	0.2898870400094893
AIJ_BlocksWorld_EIGHT50_12.yml	true	27.072734	27.09633162299724	263.528448	4775	26.634035032999236	0.28735664099804126	true	5.424553	5.444826115010073	96.116736	4775	4.9730314960179385	0.29303508801967837
AIJ_BlocksWorld_EIGHT50_13.yml	true	30.016937	30.041299835000245	263.872512	5547	29.58026621099998	0.29102196500025457	true	7.945447	7.969154368009185	165.867520	5547	7.502033438999206	0.28950584097765386
AIJ_BlocksWorld_EIGHT50_14.yml	true	29.992448	30.015423321994604	263.843840	5567	29.54623372200149	0.2957653439952992	true	7.370295	7.392399528995156	118.792192	5567	6.918646236998029	0.29462354199495167
AIJ_BlocksWorld_EIGHT50_15.yml	true	31.474841	31.49818898200465	264.306688	6021	31.034606592998898	0.2910364999988815	true	9.316055	9.336439384002006	195.641344	6021	8.873125359008554	0.2901701530208811
AIJ_BlocksWorld_EIGHT50_16.yml	true	33.11576	33.14009034699848	264.552448	6359	32.667912242002785	0.29973267699824646	true	10.411725	10.433480121020693	152.997888	6359	9.960969148000004	0.2961172119830735
AIJ_BlocksWorld_EIGHT50_17.yml	true	34.657029	34.6817691430042	264.585216	7296	34.206632661000185	0.3048564130003797	true	12.659053	12.680602059990633	221.495296	7296	12.176373798021814	0.3243045099952724
AIJ_BlocksWorld_EIGHT50_18.yml	true	35.971886	35.99513806300092	264.536064	7243	35.515588145004585	0.30364033500518417	true	12.689066	12.71000604899018	222.748672	7243	12.189017452998087	0.3310632510110736
AIJ_BlocksWorld_EIGHT50_19.yml	true	33.329596	33.35275830300088	264.740864	6512	32.87799518900283	0.3026219450039207	true	11.075516	11.096438314998522	198.053888	6512	10.581372797983931	0.32838436498423107
AIJ_BlocksWorld_EIGHT50_2.yml	true	22.65987	22.682906637004635	261.943296	1118	22.240290391004237	0.27039107600285206	true	1.2908	1.3114277960266918	33.783808	1118	0.8609585970116314	0.272772714990424
AIJ_BlocksWorld_EIGHT50_20.yml	true	32.994489	33.019658080003865	264.544256	6554	32.54742222200002	0.3008704640014912	true	10.550501	10.571021398995072	204.038144	6554	10.074736556009157	0.3198887470061891
AIJ_BlocksWorld_EIGHT50_3.yml	true	22.720815	22.745894665000378	261.976064	1346	22.30157804799819	0.2705388510003104	true	1.312581	1.3325560069934	34.799616	1346	0.8817034290113952	0.2739775810041465
AIJ_BlocksWorld_EIGHT50_4.yml	true	22.524026	22.54620557000453	262.098944	1556	22.10162157099694	0.26869709599850466	true	1.559086	1.5786832250014413	37.445632	1556	1.1012938549974933	0.29227086901664734
AIJ_BlocksWorld_EIGHT50_5.yml	true	23.590323	23.613393756000733	262.209536	2045	23.152994885000226	0.2776932589986245	true	1.973839	1.992441050009802	47.718400	2045	1.506529882986797	0.3001348880061414
AIJ_BlocksWorld_EIGHT50_6.yml	true	23.732857	23.758431371999905	262.463488	2332	23.299358058997313	0.28436511600011727	true	2.276459	2.2953523449832574	56.569856	2332	1.844441467022989	0.2729195739957504
AIJ_BlocksWorld_EIGHT50_7.yml	true	23.927077	23.94997880700248	262.479872	3025	23.492662759999803	0.2805378529956215	true	3.137508	3.157955446979031	54.521856	3025	2.6696790819987655	0.29986634000670165
AIJ_BlocksWorld_EIGHT50_8.yml	true	24.79069	24.8133688109956	262.615040	3172	24.33714699900156	0.29143612799816765	true	3.206183	3.2269520869886037	59.273216	3172	2.733911367977271	0.30418573098722845
AIJ_BlocksWorld_EIGHT50_9.yml	true	25.829128	25.852261442996678	262.930432	3801	25.396129840999492	0.2782456189961522	true	4.380186	4.400820062001003	68.685824	3801	3.9050645499955863	0.30888208499527536
AIJ_BlocksWorld_EIGHT6_1.yml	true	0.604642	0.6257977600034792	32.464896	34	0.20922356100345496	0.24023161699733464	true	0.628966	0.6497276689915452	32.464896	34	0.20251925001502968	0.2575232000090182
AIJ_BlocksWorld_EIGHT6_10.yml	true	0.821794	0.8427482199986116	33.456128	280	0.4219113489962183	0.24621623099665157	true	0.92886	0.9493429239955731	33.759232	280	0.49597831300343387	0.2636532009928487
AIJ_BlocksWorld_EIGHT6_11.yml	true	0.894394	0.9155937269970309	33.705984	359	0.49646158299583476	0.2424273419965175	true	1.01538	1.0354292150004767	33.931264	359	0.5851138080179226	0.2606979539850727
AIJ_BlocksWorld_EIGHT6_12.yml	true	0.905984	0.9290024069996434	34.050048	389	0.5040579460037407	0.24971584400191205	true	1.020626	1.041685055999551	34.287616	389	0.5954697729903273	0.25802935697720386
AIJ_BlocksWorld_EIGHT6_13.yml	true	0.858445	0.8799301249964628	34.242560	267	0.4590657720036688	0.24596176900377031	true	0.906503	0.9271683449915145	34.562048	267	0.514797311014263	0.23739084898261353
AIJ_BlocksWorld_EIGHT6_14.yml	true	0.91645	0.9381472210006905	34.562048	298	0.5109609100036323	0.24787103299604496	true	0.994593	1.014281932002632	35.086336	298	0.5894220439950004	0.24169387997244485
AIJ_BlocksWorld_EIGHT6_15.yml	true	0.998911	1.0212267280003289	34.967552	356	0.5958166479977081	0.24807553000573535	true	1.095485	1.117098860006081	38.187008	356	0.6990581179852597	0.24282203600159846
AIJ_BlocksWorld_EIGHT6_16.yml	true	1.191592	1.2131672089963104	35.340288	576	0.7800976669968804	0.24736441599816317	true	1.351902	1.370830391999334	42.971136	576	0.948362716997508	0.24533752800198272
