tool	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 	PP-LPG 
run set	lpg	lpg	lpg	lpg	lpg	lpg	lpg	lpg_small	lpg_small	lpg_small	lpg_small	lpg_small	lpg_small	lpg_small
/home/nitin/app/benchmarks/benchexe/tasks/	status	cputime (s)	walltime (s)	memory (MB)	policy_size	solve_time	translation_time	status	cputime (s)	walltime (s)	memory (MB)	policy_size	solve_time	translation_time
AIJ_Barman_SCC56_15.yml	false	1799.179216	1799.463179267943	356.110336		-1	0.27164166513830423	false	1384.700877	1385.0241107111797	395.264000		-1	0.27393665444105864
AIJ_Barman_SCC56_16.yml	false	1799.366073	1799.5530828265473	445.636608		-1	0.27113810554146767	false	967.114771	967.362668197602	376.766464		-1	0.26961883064359426
AIJ_Barman_SCC56_17.yml	false	1799.386502	1799.574842179194	433.168384		-1	0.2642830377444625	false	868.198028	868.4473171383142	387.227648		-1	0.2679213648661971
AIJ_Barman_SCC56_18.yml	false	1798.905305	1799.5326081076637	482.463744		-1	0.2729097409173846	false	1047.943289	1048.197640767321	395.325440		-1	0.28248384688049555
AIJ_Barman_SCC56_19.yml	false	1799.411723	1799.5950578385964	447.766528		-1	0.2843827484175563	false	977.351326	977.6088089672849	387.796992		-1	0.27880507055670023
AIJ_Barman_SCC56_2.yml	false	1.989096	1.996024964377284	278.040576		-1	0.26757599879056215	true	29.575018	29.590365092270076	272.846848	8892	29.13923568557948	0.27513295598328114
AIJ_Barman_SCC56_20.yml	false	1799.368075	1799.547953193076	434.065408		-1	0.2624502684921026	false	1055.639273	1055.8639262067154	354.672640		-1	0.2797392597422004
AIJ_Barman_SCC56_3.yml	false	3.787784	3.7946195704862475	277.966848		-1	0.2778774267062545	true	101.572015	101.63181601371616	283.963392	25490	101.1612643590197	0.2728514363989234
AIJ_Barman_SCC56_4.yml	false	3.781509	3.788535602390766	277.852160		-1	0.2678012438118458	true	172.876101	172.9396431464702	302.563328	48631	172.45572234597057	0.27022373396903276
AIJ_Barman_SCC56_5.yml	false	2.40741	2.412995788268745	277.635072		-1	0.26923604030162096	true	185.422176	185.52937460131943	307.318784	48152	185.04121121298522	0.2727061128243804
AIJ_Barman_SCC56_6.yml	false	1798.962781	1799.4388727685437	424.644608		-1	0.2605722788721323	false	1321.909838	1322.4008091278374	641.355776		-1	0.2822942454367876
AIJ_Barman_SCC56_7.yml	false	1799.239737	1799.7054690532386	433.164288		-1	0.26294879894703627	false	954.471939	954.8212028387934	515.293184		-1	0.28041528537869453
AIJ_Barman_SCC56_8.yml	false	1799.095071	1799.4760051164776	446.877696		-1	0.2651527477428317	false	1068.058825	1068.7654929785058	553.476096		-1	0.2708018608391285
AIJ_Barman_SCC56_9.yml	true	402.62094	402.6813711868599	300.093440	32837	402.22210357058793	0.2690812349319458	true	62.271136	62.29196098167449	275.537920	10248	61.849698254838586	0.2653376767411828
AIJ_BlocksWorld_EIGHT4-51_10.yml	true	22.117453	22.12714652530849	287.399936	43	21.693805512040854	0.23905207309871912	true	1.466863	1.4745418038219213	263.041024	61	1.0717842318117619	0.2326683346182108
AIJ_BlocksWorld_EIGHT4-51_13.yml	true	24.555424	24.566147742792964	289.726464	37	24.13867637887597	0.23476848751306534	true	1.830449	1.840424831956625	264.495104	37	1.4379501603543758	0.2307976633310318
AIJ_BlocksWorld_EIGHT4-51_16.yml	true	41.617391	41.62829375453293	295.849984	45	41.215789577923715	0.2338721565902233	true	2.552174	2.564906684681773	265.134080	47	2.1537551041692495	0.23676143400371075
AIJ_BlocksWorld_EIGHT4-51_19.yml	true	39.773239	39.78628292027861	294.031360	60	39.36888095643371	0.24073137063533068	true	2.547068	2.5574838081374764	265.318400	60	2.136662014760077	0.2480559004470706
AIJ_BlocksWorld_EIGHT4-51_22.yml	true	46.061055	46.07549517508596	295.329792	69	45.66664544027299	0.23798867594450712	true	3.086805	3.097460698336363	265.842688	65	2.689708418212831	0.2335585318505764
AIJ_BlocksWorld_EIGHT4-51_25.yml	true	61.285183	61.30073465500027	295.096320	94	60.88617998082191	0.2397770592942834	true	3.809348	3.8193773878738284	266.620928	96	3.398306967690587	0.23916426580399275
AIJ_BlocksWorld_EIGHT4-51_28.yml	true	59.01613	59.04195150081068	297.074688	77	58.617786143906415	0.24563263077288866	true	3.924505	3.9342212565243244	267.112448	81	3.518510799854994	0.23920601699501276
AIJ_BlocksWorld_EIGHT4-51_31.yml	true	63.521913	63.536840765737	299.032576	122	63.12467420846224	0.2391274692490697	true	4.119611	4.13021332770586	267.653120	122	3.7181778885424137	0.23623794130980968
AIJ_BlocksWorld_EIGHT4-51_34.yml	true	72.070329	72.09815051686019	297.070592	115	71.65244800876826	0.24898775480687618	true	4.832716	4.842227361164987	269.135872	115	4.424755745567381	0.24213944841176271
AIJ_BlocksWorld_EIGHT4-51_37.yml	true	72.757916	72.7730424720794	300.249088	122	72.35272257961333	0.2444293610751629	true	5.259645	5.271214653737843	269.611008	128	4.82646800018847	0.2513469569385052
AIJ_BlocksWorld_EIGHT4-51_4.yml	true	9.121901	9.130909578874707	284.123136	12	8.7149208933115	0.2328577097505331	true	0.908034	0.9148461688309908	261.734400	12	0.5041514709591866	0.23491396196186543
AIJ_BlocksWorld_EIGHT4-51_40.yml	true	87.509821	87.5266800550744	301.502464	122	87.10454301163554	0.24426575656980276	true	5.965133	5.975367912091315	270.229504	200	5.555234705097973	0.24510242231190205
AIJ_BlocksWorld_EIGHT4-51_43.yml	true	96.957073	96.9907856695354	301.977600	162	96.54356460087001	0.2539698826149106	true	6.370779	6.380904707126319	270.921728	189	5.927613174542785	0.2548542534932494
AIJ_BlocksWorld_EIGHT4-51_46.yml	true	97.091938	97.10961160901934	302.522368	204	96.68702138680965	0.2536688381806016	true	6.947105	6.962266329675913	271.843328	204	6.539043781347573	0.2503788033500314
AIJ_BlocksWorld_EIGHT4-51_49.yml	true	107.575043	107.59586231876165	303.079424	181	107.14687523897737	0.2654905254021287	true	7.859907	7.871789469383657	272.826368	181	7.427538361400366	0.25960640609264374
AIJ_BlocksWorld_EIGHT4-51_52.yml	true	139.852758	139.90132526867092	305.651712	201	139.46884629316628	0.2591376304626465	true	9.005321	9.019324424676597	274.153472	199	8.5536535307765	0.2786696869879961
AIJ_BlocksWorld_EIGHT4-51_7.yml	true	7.143087	7.1504375683143735	286.588928	14	6.726397775113583	0.24076869525015354	true	1.022871	1.0299078058451414	262.844416	14	0.6177758369594812	0.23095667362213135
AIJ_BlocksWorld_EIGHT50_1.yml	true	46.441936	46.45612262189388	278.048768	736	46.001624006778	0.24646017141640186	true	4.306817	4.318912070244551	267.808768	758	3.905684679746628	0.2399251852184534
AIJ_BlocksWorld_EIGHT50_10.yml	true	55.698216	55.71474230848253	280.354816	2990	55.27414702717215	0.26828970294445753	true	10.967195	10.980046458542347	289.198080	2940	10.53522374201566	0.2689130734652281
AIJ_BlocksWorld_EIGHT50_11.yml	true	57.137386	57.15379623975605	280.150016	3176	56.7171138105914	0.2581259999424219	true	12.84571	12.859439936466515	289.222656	3268	12.413858155719936	0.2726180041208863
AIJ_BlocksWorld_EIGHT50_12.yml	true	59.03311	59.04925325885415	281.423872	3706	58.60986721422523	0.26621819008141756	true	14.166099	14.177171331830323	288.137216	3450	13.740326405502856	0.2631251262500882
AIJ_BlocksWorld_EIGHT50_13.yml	true	58.303496	58.32039284519851	282.423296	3600	57.8550816103816	0.2746212352067232	true	17.26374	17.275080090388656	293.048320	4362	16.838523681275547	0.2636940386146307
AIJ_BlocksWorld_EIGHT50_14.yml	true	63.310889	63.343743407167494	286.298112	4092	62.87107408232987	0.27673765551298857	true	20.221708	20.23456611391157	297.795584	4604	19.78779667429626	0.27127688843756914
AIJ_BlocksWorld_EIGHT50_15.yml	true	67.41196	67.4272889168933	288.092160	4138	66.99090330116451	0.2680479111149907	true	26.562821	26.576913237571716	303.308800	4654	26.09803118184209	0.2793430807068944
AIJ_BlocksWorld_EIGHT50_16.yml	true	72.75981	72.7752489419654	291.844096	4708	72.31013798993081	0.28196126874536276	true	33.607043	33.6206125523895	304.582656	5772	33.15204798337072	0.2763966880738735
AIJ_BlocksWorld_EIGHT50_17.yml	true	59.19336	59.22429130971432	287.068160	5292	58.75195034965873	0.2856466928496957	true	23.920467	23.933092501945794	305.946624	5686	23.458754393272102	0.27811315190047026
AIJ_BlocksWorld_EIGHT50_18.yml	true	60.982444	60.997740529477596	287.858688	5354	60.54097154084593	0.28473826963454485	true	24.255552	24.270175653509796	307.286016	5812	23.80416325479746	0.28505866695195436
AIJ_BlocksWorld_EIGHT50_19.yml	true	59.47344	59.48951870575547	287.092736	5508	58.987145368009806	0.2939547374844551	true	24.80002	24.81117133796215	305.410048	5420	24.351522696204484	0.2833503792062402
AIJ_BlocksWorld_EIGHT50_2.yml	true	61.231808	61.26255845744163	277.524480	972	60.833186315372586	0.247414811514318	true	5.566168	5.577482934109867	269.307904	992	5.1484533455222845	0.2508326377719641
AIJ_BlocksWorld_EIGHT50_20.yml	true	60.063581	60.07990775257349	286.109696	5470	59.625526409596205	0.2793819699436426	true	23.869278	23.88149625994265	312.172544	5626	23.42202093731612	0.2858969150111079
AIJ_BlocksWorld_EIGHT50_3.yml	true	60.923602	60.93956503178924	277.245952	1186	60.52828380931169	0.2412650790065527	true	5.972926	5.985107678920031	271.044608	1170	5.568589325994253	0.24046069756150246
AIJ_BlocksWorld_EIGHT50_4.yml	true	54.664206	54.67892133910209	277.053440	1304	54.2488036043942	0.25029109604656696	true	5.98392	5.996502463705838	270.458880	1370	5.567816319875419	0.249877049587667
AIJ_BlocksWorld_EIGHT50_5.yml	true	56.712324	56.72667934093624	278.355968	1644	56.242338242940605	0.2690410977229476	true	6.776815	6.788790870457888	270.901248	1714	6.340110184624791	0.2669878611341119
AIJ_BlocksWorld_EIGHT50_6.yml	true	54.64524	54.67293440178037	277.053440	2010	54.2365202838555	0.25906336680054665	true	7.693475	7.704772707074881	274.415616	2160	7.2729626670479774	0.25500812754034996
AIJ_BlocksWorld_EIGHT50_7.yml	true	55.215442	55.23147795908153	277.708800	2276	54.78785384539515	0.26694248523563147	true	8.059942	8.071840674616396	275.419136	2184	7.631916678510606	0.25972470454871655
AIJ_BlocksWorld_EIGHT50_8.yml	true	55.730163	55.74571042601019	278.097920	2252	55.30743242427707	0.26082925871014595	true	9.633721	9.645972594618797	283.119616	2500	9.212091183289886	0.256814100779593
AIJ_BlocksWorld_EIGHT50_9.yml	true	57.39586	57.41152371838689	280.678400	2652	56.97726357728243	0.25754797365516424	true	10.881706	10.89430130366236	285.216768	2768	10.440292740240693	0.26916037779301405
AIJ_BlocksWorld_EIGHT6_1.yml	true	4.817274	4.824798499234021	270.757888	24	4.429703458212316	0.22844405565410852	true	0.770861	0.7783338446170092	261.681152	24	0.3655593041330576	0.22927994653582573
AIJ_BlocksWorld_EIGHT6_10.yml	true	7.080207	7.087474698200822	273.108992	254	6.679053980857134	0.2334463121369481	true	1.366311	1.3722813054919243	274.563072	230	0.9663656055927277	0.2327452739700675
AIJ_BlocksWorld_EIGHT6_11.yml	true	6.94402	6.951322126202285	272.437248	274	6.5460113091394305	0.2298952341079712	true	1.543789	1.5506645748391747	268.001280	290	1.1439772667363286	0.2320729373022914
AIJ_BlocksWorld_EIGHT6_12.yml	true	7.202126	7.211451633833349	272.478208	350	6.7962837321683764	0.2360994629561901	true	1.835559	1.8423661850392818	268.607488	348	1.423709411174059	0.23882506508380175
AIJ_BlocksWorld_EIGHT6_13.yml	true	6.966231	6.975779693573713	274.370560	304	6.572944480925798	0.22955369763076305	true	1.837711	1.8449191395193338	282.554368	292	1.4286934481933713	0.2373305931687355
AIJ_BlocksWorld_EIGHT6_14.yml	true	9.061367	9.069959167391062	278.646784	338	8.663523076102138	0.22867342922836542	true	2.264075	2.2714196387678385	274.153472	328	1.8675458217039704	0.23180820606648922
AIJ_BlocksWorld_EIGHT6_15.yml	true	7.616208	7.625918684527278	276.013056	312	7.2057058699429035	0.2373554091900587	true	2.129834	2.1384102208539844	272.551936	390	1.7220312329009175	0.23160063568502665
AIJ_BlocksWorld_EIGHT6_16.yml	true	7.195426	7.204217542894185	276.815872	428	6.784673140384257	0.2350390451028943	true	2.715546	2.723446002230048	289.550336	472	2.3090202268213034	0.23767436854541302
AIJ_BlocksWorld_EIGHT6_17.yml	true	7.536398	7.545197205618024	277.639168	486	7.135847982019186	0.237653904594481	true	2.366595	2.3744288804009557	275.390464	466	1.978057622909546	0.22762711066752672
AIJ_BlocksWorld_EIGHT6_18.yml	true	7.643397	7.651364037767053	279.334912	516	7.2505895821377635	0.23190132435411215	true	3.093236	3.100700185634196	282.800128	620	2.6775118969380856	0.2380401948466897
AIJ_BlocksWorld_EIGHT6_19.yml	true	7.787833	7.795730169862509	280.612864	500	7.380736994557083	0.23381284438073635	true	3.851223	3.8595610791817307	275.742720	576	3.4368870966136456	0.24106878880411386
