task,run,status,solved,cputime,walltime,memory_mb,policy_size,solve_time,translation_time,benchmark,set,domain,sub_domain,full_domain,instance
AIJ_ZenoTravel_RND50_20.yml,pr2,false,False,1799.453161,1799.5999350389466,251.994112,-1.0,1799.0173890232109,0.280563049018383,"('AIJ', 'ZenoTravel', 'RND50', '20')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,20
AIJ_ZenoTravel_RND50_3.yml,pr2,false,False,1799.490099,1799.6067295870744,163.074048,-1.0,1799.0140399229713,0.2790134162642061,"('AIJ', 'ZenoTravel', 'RND50', '3')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,3
AIJ_ZenoTravel_RND50_4.yml,pr2,false,False,1799.446865,1799.564197911881,196.591616,-1.0,1799.0105732185766,0.2805881598033011,"('AIJ', 'ZenoTravel', 'RND50', '4')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,4
AIJ_ZenoTravel_RND50_5.yml,pr2,true,True,1094.737931,1094.84973804513,128.339968,35301.0,1094.3493537027389,0.2802645098417997,"('AIJ', 'ZenoTravel', 'RND50', '5')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,5
AIJ_ZenoTravel_RND50_6.yml,pr2,false,False,1799.450793,1799.593027252704,173.371392,-1.0,1799.0099205928857,0.2874586707912385,"('AIJ', 'ZenoTravel', 'RND50', '6')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,6
AIJ_ZenoTravel_RND50_7.yml,pr2,false,False,1799.114675,1799.5993544058874,205.398016,-1.0,1799.0125264092349,0.2920985692180693,"('AIJ', 'ZenoTravel', 'RND50', '7')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,7
AIJ_ZenoTravel_RND50_8.yml,pr2,false,False,1799.492853,1799.6366091170348,234.02496,-1.0,1799.011207154021,0.2931191748939454,"('AIJ', 'ZenoTravel', 'RND50', '8')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,8
AIJ_ZenoTravel_RND50_9.yml,pr2,true,True,124.051231,124.07407689094543,76.88192,13188.0,123.5689768078737,0.2858279468491673,"('AIJ', 'ZenoTravel', 'RND50', '9')",AIJ,ZenoTravel,RND50,ZenoTravel-RND50,9
AIJ_ZenoTravel_SCC2-20_1.yml,pr2,true,True,3.732719,3.742759427987039,103.948288,172.0,3.2988244649022818,0.2551969289779663,"('AIJ', 'ZenoTravel', 'SCC2-20', '1')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,1
AIJ_ZenoTravel_SCC2-20_10.yml,pr2,true,True,27.780539,27.79353495873511,129.80224,972.0,27.33566849958152,0.2721600071527064,"('AIJ', 'ZenoTravel', 'SCC2-20', '10')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,10
AIJ_ZenoTravel_SCC2-20_11.yml,pr2,true,True,197.954334,197.98319059517237,273.481728,8807.0,197.4752472168766,0.2823614538647234,"('AIJ', 'ZenoTravel', 'SCC2-20', '11')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,11
AIJ_ZenoTravel_SCC2-20_12.yml,pr2,true,True,111.036122,111.05435238173231,214.294528,33523.0,110.58518719580024,0.2703651310876012,"('AIJ', 'ZenoTravel', 'SCC2-20', '12')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,12
AIJ_ZenoTravel_SCC2-20_13.yml,pr2,true,True,199.71518,199.74171331059188,291.110912,38501.0,199.28766044974327,0.2612418686039746,"('AIJ', 'ZenoTravel', 'SCC2-20', '13')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,13
AIJ_ZenoTravel_SCC2-20_14.yml,pr2,false,False,486.152121,486.1324220206589,610.004992,-1.0,485.5821279911325,0.2711151889525354,"('AIJ', 'ZenoTravel', 'SCC2-20', '14')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,14
AIJ_ZenoTravel_SCC2-20_15.yml,pr2,false,False,540.948548,540.9332381440327,605.835264,-1.0,540.3507448649034,0.28358194231987,"('AIJ', 'ZenoTravel', 'SCC2-20', '15')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,15
AIJ_ZenoTravel_SCC2-20_16.yml,pr2,true,True,444.015467,444.0733085651882,520.491008,54036.0,443.5852197748609,0.2790010292083025,"('AIJ', 'ZenoTravel', 'SCC2-20', '16')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,16
AIJ_ZenoTravel_SCC2-20_17.yml,pr2,true,True,455.996242,456.0480877081864,482.742272,50976.0,455.5482688359916,0.2863784623332321,"('AIJ', 'ZenoTravel', 'SCC2-20', '17')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,17
AIJ_ZenoTravel_SCC2-20_18.yml,pr2,false,False,1067.528831,1067.4937954829074,1069.162496,-1.0,1066.8976946272887,0.2860799981281161,"('AIJ', 'ZenoTravel', 'SCC2-20', '18')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,18
AIJ_ZenoTravel_SCC2-20_19.yml,pr2,false,False,1219.379591,1219.3806842667982,1151.537152,-1.0,1218.787486249115,0.2984195807948708,"('AIJ', 'ZenoTravel', 'SCC2-20', '19')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,19
AIJ_ZenoTravel_SCC2-20_2.yml,pr2,true,True,5.519315,5.529669871088117,106.758144,344.0,5.070215360727161,0.2632360141724348,"('AIJ', 'ZenoTravel', 'SCC2-20', '2')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,2
AIJ_ZenoTravel_SCC2-20_20.yml,pr2,false,False,1799.612324,1799.6309071579017,1368.338432,-1.0,1799.016633006744,0.3074505282565951,"('AIJ', 'ZenoTravel', 'SCC2-20', '20')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,20
AIJ_ZenoTravel_SCC2-20_21.yml,pr2,false,False,1733.669988,1733.9941572109235,1377.992704,-1.0,1733.4297965196893,0.2910656370222568,"('AIJ', 'ZenoTravel', 'SCC2-20', '21')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,21
AIJ_ZenoTravel_SCC2-20_22.yml,pr2,false,False,1596.298181,1596.2752342903989,1208.885248,-1.0,1595.6269631469622,0.318882699124515,"('AIJ', 'ZenoTravel', 'SCC2-20', '22')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,22
AIJ_ZenoTravel_SCC2-20_23.yml,pr2,false,False,281.505859,281.4961525243707,363.008,-1.0,280.9800208751112,0.2747973343357444,"('AIJ', 'ZenoTravel', 'SCC2-20', '23')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,23
AIJ_ZenoTravel_SCC2-20_24.yml,pr2,false,False,557.239501,557.1848600539379,504.99584,-1.0,556.5625648708083,0.283742502797395,"('AIJ', 'ZenoTravel', 'SCC2-20', '24')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,24
AIJ_ZenoTravel_SCC2-20_25.yml,pr2,false,False,902.034952,902.04396888474,720.470016,-1.0,901.444260305725,0.2972282809205353,"('AIJ', 'ZenoTravel', 'SCC2-20', '25')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,25
AIJ_ZenoTravel_SCC2-20_26.yml,pr2,false,False,631.722339,631.7141101681627,717.819904,-1.0,631.1311848657206,0.3038750127889216,"('AIJ', 'ZenoTravel', 'SCC2-20', '26')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,26
AIJ_ZenoTravel_SCC2-20_27.yml,pr2,false,False,1133.513356,1133.5207300600596,1006.444544,-1.0,1132.936438162811,0.3052072040736675,"('AIJ', 'ZenoTravel', 'SCC2-20', '27')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,27
AIJ_ZenoTravel_SCC2-20_28.yml,pr2,false,False,1138.48057,1138.4669411857612,1110.818816,-1.0,1137.8541275924072,0.313303779810667,"('AIJ', 'ZenoTravel', 'SCC2-20', '28')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,28
AIJ_ZenoTravel_SCC2-20_29.yml,pr2,false,False,1533.097522,1533.030251110904,1390.98112,-1.0,1532.4018686381169,0.3045644937083125,"('AIJ', 'ZenoTravel', 'SCC2-20', '29')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,29
AIJ_ZenoTravel_SCC2-20_3.yml,pr2,true,True,7.806752,7.819208320695907,109.64992,582.0,7.3559799012728035,0.266213406343013,"('AIJ', 'ZenoTravel', 'SCC2-20', '3')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,3
AIJ_ZenoTravel_SCC2-20_30.yml,pr2,false,False,686.78557,686.7532968511805,957.067264,-1.0,686.1366858757101,0.3236027141101658,"('AIJ', 'ZenoTravel', 'SCC2-20', '30')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,30
AIJ_ZenoTravel_SCC2-20_31.yml,pr2,false,False,1799.867115,1799.739299024921,1509.937152,-1.0,1799.0213446561247,0.3285996718332171,"('AIJ', 'ZenoTravel', 'SCC2-20', '31')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,31
AIJ_ZenoTravel_SCC2-20_32.yml,pr2,false,False,1799.700006,1799.7066595340148,1383.13728,-1.0,1799.037320476957,0.3392759393900633,"('AIJ', 'ZenoTravel', 'SCC2-20', '32')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,32
AIJ_ZenoTravel_SCC2-20_33.yml,pr2,false,False,1799.627932,1799.650710402988,1408.94208,-1.0,1799.018189533148,0.3331535262987017,"('AIJ', 'ZenoTravel', 'SCC2-20', '33')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,33
AIJ_ZenoTravel_SCC2-20_4.yml,pr2,true,True,6.002836,6.013202583882958,112.484352,376.0,5.541578990872949,0.2693636212497949,"('AIJ', 'ZenoTravel', 'SCC2-20', '4')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,4
AIJ_ZenoTravel_SCC2-20_5.yml,pr2,true,True,14.286363,14.299740654882044,115.605504,1056.0,13.855497445911167,0.2602924718521535,"('AIJ', 'ZenoTravel', 'SCC2-20', '5')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,5
AIJ_ZenoTravel_SCC2-20_6.yml,pr2,true,True,22.730564,22.742867139168084,118.390784,1976.0,22.300304588396106,0.2620471911504864,"('AIJ', 'ZenoTravel', 'SCC2-20', '6')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,6
AIJ_ZenoTravel_SCC2-20_7.yml,pr2,true,True,31.196109,31.21159058995545,121.614336,2385.0,30.76273344224319,0.2654556389898062,"('AIJ', 'ZenoTravel', 'SCC2-20', '7')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,7
AIJ_ZenoTravel_SCC2-20_8.yml,pr2,true,True,18.754332,18.766660407185555,124.092416,642.0,18.315578002948318,0.2679776041768491,"('AIJ', 'ZenoTravel', 'SCC2-20', '8')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,8
AIJ_ZenoTravel_SCC2-20_9.yml,pr2,true,True,71.218041,71.24131542723626,150.962176,3872.0,70.78119819099084,0.267422046046704,"('AIJ', 'ZenoTravel', 'SCC2-20', '9')",AIJ,ZenoTravel,SCC2-20,ZenoTravel-SCC2-20,9
AIJ_ZenoTravel_SCC56_1.yml,pr2,true,True,149.302764,149.3213584725745,63.934464,11967.0,148.84168683132157,0.2883276017382741,"('AIJ', 'ZenoTravel', 'SCC56', '1')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,1
AIJ_ZenoTravel_SCC56_10.yml,pr2,false,False,1799.077333,1799.5592494602315,166.039552,-1.0,1799.0102574680932,0.2865889817476272,"('AIJ', 'ZenoTravel', 'SCC56', '10')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,10
AIJ_ZenoTravel_SCC56_11.yml,pr2,false,False,1799.442223,1799.5804309658706,183.365632,-1.0,1799.017607353162,0.2845446048304438,"('AIJ', 'ZenoTravel', 'SCC56', '11')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,11
AIJ_ZenoTravel_SCC56_12.yml,pr2,false,False,1799.457411,1799.5981044941582,213.696512,-1.0,1799.0167033858595,0.2911933399736881,"('AIJ', 'ZenoTravel', 'SCC56', '12')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,12
AIJ_ZenoTravel_SCC56_13.yml,pr2,false,False,1799.434301,1799.5553697589785,163.557376,-1.0,1799.0123008410446,0.2851632167585194,"('AIJ', 'ZenoTravel', 'SCC56', '13')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,13
AIJ_ZenoTravel_SCC56_14.yml,pr2,false,False,1799.521117,1799.6535542551428,190.799872,-1.0,1799.0154115539044,0.304787777364254,"('AIJ', 'ZenoTravel', 'SCC56', '14')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,14
AIJ_ZenoTravel_SCC56_15.yml,pr2,false,False,1799.605392,1799.7120387796313,227.590144,-1.0,1799.018485170789,0.3213139539584517,"('AIJ', 'ZenoTravel', 'SCC56', '15')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,15
AIJ_ZenoTravel_SCC56_16.yml,pr2,false,False,1799.462131,1799.6340866549872,235.372544,-1.0,1799.0140209267847,0.2995036309584975,"('AIJ', 'ZenoTravel', 'SCC56', '16')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,16
AIJ_ZenoTravel_SCC56_17.yml,pr2,false,False,1799.414657,1799.572117447853,140.20608,-1.0,1799.0113101173192,0.2912566317245364,"('AIJ', 'ZenoTravel', 'SCC56', '17')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,17
AIJ_ZenoTravel_SCC56_18.yml,pr2,false,False,1799.137836,1799.5856107817965,179.949568,-1.0,1799.0091362968087,0.2932919948361814,"('AIJ', 'ZenoTravel', 'SCC56', '18')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,18
AIJ_ZenoTravel_SCC56_19.yml,pr2,false,False,1799.457833,1799.637045128271,206.901248,-1.0,1799.013577514328,0.29264653660357,"('AIJ', 'ZenoTravel', 'SCC56', '19')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,19
AIJ_ZenoTravel_SCC56_2.yml,pr2,false,False,1799.43041,1799.5848945840262,123.76064,-1.0,1799.0133589836769,0.2929325420409441,"('AIJ', 'ZenoTravel', 'SCC56', '2')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,2
AIJ_ZenoTravel_SCC56_20.yml,pr2,false,False,1799.399601,1799.5767414928414,236.302336,-1.0,1799.011956348084,0.2904972531832754,"('AIJ', 'ZenoTravel', 'SCC56', '20')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,20
AIJ_ZenoTravel_SCC56_3.yml,pr2,false,False,1799.512324,1799.6407976713965,164.306944,-1.0,1799.0175275010988,0.2958378712646663,"('AIJ', 'ZenoTravel', 'SCC56', '3')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,3
AIJ_ZenoTravel_SCC56_4.yml,pr2,false,False,1799.54166,1799.656034607906,184.745984,-1.0,1799.0168424532749,0.2951426967047155,"('AIJ', 'ZenoTravel', 'SCC56', '4')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,4
AIJ_ZenoTravel_SCC56_5.yml,pr2,false,False,1799.461033,1799.6060697538778,130.748416,-1.0,1799.0137924710289,0.2949156812392175,"('AIJ', 'ZenoTravel', 'SCC56', '5')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,5
AIJ_ZenoTravel_SCC56_6.yml,pr2,false,False,1799.460257,1799.5924146738837,161.304576,-1.0,1799.0153416511605,0.2852282240055501,"('AIJ', 'ZenoTravel', 'SCC56', '6')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,6
AIJ_ZenoTravel_SCC56_7.yml,pr2,false,False,1799.133808,1799.602913705632,192.176128,-1.0,1799.011142063886,0.2979631470516324,"('AIJ', 'ZenoTravel', 'SCC56', '7')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,7
AIJ_ZenoTravel_SCC56_8.yml,pr2,false,False,1799.515004,1799.6435417127796,217.735168,-1.0,1799.013355338946,0.3073560278862715,"('AIJ', 'ZenoTravel', 'SCC56', '8')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,8
AIJ_ZenoTravel_SCC56_9.yml,pr2,false,False,1799.441429,1799.5884930677712,122.687488,-1.0,1799.013462169096,0.2914732210338115,"('AIJ', 'ZenoTravel', 'SCC56', '9')",AIJ,ZenoTravel,SCC56,ZenoTravel-SCC56,9
IJCAI_Airport_01.yml,pr2,true,True,1.342035,1.3535215370357037,45.080576,47.0,0.6520764660090208,0.5038606002926826,"('IJCAI', 'Airport', '', '01')",IJCAI,Airport,,Airport-,01
IJCAI_Airport_02.yml,pr2,true,True,1.318253,1.329381844960153,44.969984,47.0,0.6399798202328384,0.5111279906705022,"('IJCAI', 'Airport', '', '02')",IJCAI,Airport,,Airport-,02
IJCAI_Airport_03.yml,pr2,true,True,1.513916,1.5247713061980903,46.710784,71.0,0.8300235038623214,0.5158510077744722,"('IJCAI', 'Airport', '', '03')",IJCAI,Airport,,Airport-,03
IJCAI_Airport_04.yml,pr2,true,True,7.744753,7.755328286904842,93.917184,81.0,7.036452307831496,0.5388037450611591,"('IJCAI', 'Airport', '', '04')",IJCAI,Airport,,Airport-,04
IJCAI_Airport_05.yml,pr2,true,True,1.432094,1.4423226779326797,45.580288,45.0,0.7033822406083345,0.5608916948549449,"('IJCAI', 'Airport', '', '05')",IJCAI,Airport,,Airport-,05
IJCAI_Airport_06.yml,pr2,true,True,1.427165,1.438186211977154,45.805568,41.0,0.6949062282219529,0.5649976711720228,"('IJCAI', 'Airport', '', '06')",IJCAI,Airport,,Airport-,06
IJCAI_Airport_07.yml,pr2,true,True,1.658108,1.6671725460328162,47.542272,69.0,0.9204803053289652,0.5633158758282661,"('IJCAI', 'Airport', '', '07')",IJCAI,Airport,,Airport-,07
IJCAI_Airport_08.yml,pr2,true,True,1.644177,1.6544759487733245,47.599616,67.0,0.9063984202221036,0.5697461129166186,"('IJCAI', 'Airport', '', '08')",IJCAI,Airport,,Airport-,08
IJCAI_Airport_09.yml,pr2,true,True,1.870823,1.8802802879363296,50.028544,91.0,1.1090344870463014,0.593035405036062,"('IJCAI', 'Airport', '', '09')",IJCAI,Airport,,Airport-,09
IJCAI_Airport_10.yml,pr2,true,True,2.387451,2.396392720285803,52.072448,99.0,1.6154108881019056,0.6031881761737168,"('IJCAI', 'Airport', '', '10')",IJCAI,Airport,,Airport-,10
IJCAI_Airport_11.yml,pr2,false,False,1799.905634,1800.0069518587552,459.206656,-1.0,1799.1179244387895,0.6247287071309984,"('IJCAI', 'Airport', '', '11')",IJCAI,Airport,,Airport-,11
IJCAI_Airport_12.yml,pr2,true,True,2.479877,2.4938417710363865,52.146176,102.0,1.669252298772335,0.6166028301231563,"('IJCAI', 'Airport', '', '12')",IJCAI,Airport,,Airport-,12
IJCAI_Airport_13.yml,pr2,false,False,1799.935995,1799.9312488562427,1229.553664,-1.0,1799.013434164226,0.6505602900870144,"('IJCAI', 'Airport', '', '13')",IJCAI,Airport,,Airport-,13
IJCAI_Airport_14.yml,pr2,true,True,7.951777,7.972273000981659,101.45792,105.0,5.262279965914786,2.4913868186995387,"('IJCAI', 'Airport', '', '14')",IJCAI,Airport,,Airport-,14
IJCAI_Airport_15.yml,pr2,true,True,43.415066,43.43379909126088,132.784128,153.0,40.69077750574797,2.5368224531412125,"('IJCAI', 'Airport', '', '15')",IJCAI,Airport,,Airport-,15
IJCAI_Airport_16.yml,pr2,true,True,29.502006,29.51894113188609,132.62848,240.0,26.112216128967702,3.16840488370508,"('IJCAI', 'Airport', '', '16')",IJCAI,Airport,,Airport-,16
IJCAI_Airport_17.yml,pr2,true,True,21.553489,21.570294563658532,134.38976,170.0,18.199719276744872,3.1353587368503213,"('IJCAI', 'Airport', '', '17')",IJCAI,Airport,,Airport-,17
IJCAI_Airport_18.yml,pr2,false,False,1799.714078,1799.5667972438969,1881.423872,-1.0,1796.052080326248,3.188760756049305,"('IJCAI', 'Airport', '', '18')",IJCAI,Airport,,Airport-,18
IJCAI_Airport_19.yml,pr2,TIMEOUT (false),False,1800.258985,1800.2022467949428,1367.867392,-1.0,1797.1078793769702,2.8009320232085884,"('IJCAI', 'Airport', '', '19')",IJCAI,Airport,,Airport-,19
IJCAI_Airport_20.yml,pr2,true,True,224.880485,224.91354926582423,366.997504,258.0,221.7485923818313,2.940737619996071,"('IJCAI', 'Airport', '', '20')",IJCAI,Airport,,Airport-,20
IJCAI_Floortile_01.yml,pr2,true,True,0.76956,0.78254100587219,38.592512,32.0,0.3140334980562329,0.2690023141913116,"('IJCAI', 'Floortile', '', '01')",IJCAI,Floortile,,Floortile-,01
IJCAI_Floortile_02.yml,pr2,true,True,0.757882,0.7682793950662017,38.612992,30.0,0.3101121028885245,0.2667325302027166,"('IJCAI', 'Floortile', '', '02')",IJCAI,Floortile,,Floortile-,02
IJCAI_Floortile_03.yml,pr2,false,False,1799.68445,1799.7268230700863,130.818048,-1.0,1799.1152819399722,0.2669729441404342,"('IJCAI', 'Floortile', '', '03')",IJCAI,Floortile,,Floortile-,03
IJCAI_Floortile_04.yml,pr2,false,False,1799.249229,1799.6545276590623,123.625472,-1.0,1799.1154099726118,0.2628467567265033,"('IJCAI', 'Floortile', '', '04')",IJCAI,Floortile,,Floortile-,04
IJCAI_Floortile_05.yml,pr2,true,True,2.614873,2.626106393057853,48.267264,32.0,2.1500994209200144,0.275379282888025,"('IJCAI', 'Floortile', '', '05')",IJCAI,Floortile,,Floortile-,05
IJCAI_Floortile_05x.yml,pr2,true,True,44.185861,44.19760332070291,268.668928,597.0,43.73757467512041,0.2711230688728392,"('IJCAI', 'Floortile', '', '05x')",IJCAI,Floortile,,Floortile-,05x
IJCAI_Floortile_06.yml,pr2,true,True,2.661713,2.6739872586913407,48.357376,38.0,2.203479249030352,0.2642981591634452,"('IJCAI', 'Floortile', '', '06')",IJCAI,Floortile,,Floortile-,06
IJCAI_Floortile_06x.yml,pr2,true,True,64.51046,64.52424390101805,269.643776,191.0,64.05324100097641,0.2783419131301343,"('IJCAI', 'Floortile', '', '06x')",IJCAI,Floortile,,Floortile-,06x
IJCAI_Floortile_07.yml,pr2,true,True,2.646321,2.655947424005717,48.06656,35.0,2.208614801056683,0.2636080160737037,"('IJCAI', 'Floortile', '', '07')",IJCAI,Floortile,,Floortile-,07
IJCAI_Floortile_07x.yml,pr2,false,False,1799.51668,1799.5662931827828,270.098432,-1.0,1799.020016596187,0.2736198832280934,"('IJCAI', 'Floortile', '', '07x')",IJCAI,Floortile,,Floortile-,07x
IJCAI_Floortile_08.yml,pr2,true,True,279.26464,279.2992108329199,51.699712,33.0,278.82221887726337,0.2674313723109662,"('IJCAI', 'Floortile', '', '08')",IJCAI,Floortile,,Floortile-,08
IJCAI_Floortile_08x.yml,pr2,false,False,1799.502518,1799.5634388988838,269.180928,-1.0,1799.0090738316069,0.2729237931780517,"('IJCAI', 'Floortile', '', '08x')",IJCAI,Floortile,,Floortile-,08x
IJCAI_Floortile_09.yml,pr2,false,False,1799.472486,1799.5915253092537,73.105408,-1.0,1799.0115923802368,0.2754399497061968,"('IJCAI', 'Floortile', '', '09')",IJCAI,Floortile,,Floortile-,09
IJCAI_Floortile_09x.yml,pr2,false,False,1799.630827,1799.6466809231788,281.034752,-1.0,1799.0165664870292,0.2779634110629558,"('IJCAI', 'Floortile', '', '09x')",IJCAI,Floortile,,Floortile-,09x
IJCAI_Floortile_10-x.yml,pr2,false,False,1799.588567,1799.6527517409995,284.094464,-1.0,1799.011213681195,0.2767833131365478,"('IJCAI', 'Floortile', '', '10-x')",IJCAI,Floortile,,Floortile-,10-x
IJCAI_Floortile_10.yml,pr2,false,False,1799.389948,1799.5670946883038,78.41792,-1.0,1799.013326779008,0.2621329789981246,"('IJCAI', 'Floortile', '', '10')",IJCAI,Floortile,,Floortile-,10
IJCAI_Floortile_11.yml,pr2,true,True,0.882103,0.8966488568112254,39.686144,67.0,0.3901363033801317,0.2711830106563866,"('IJCAI', 'Floortile', '', '11')",IJCAI,Floortile,,Floortile-,11
IJCAI_Floortile_12.yml,pr2,false,False,1799.598151,1799.6999668772332,86.15936,-1.0,1799.1236332296394,0.2717658206820488,"('IJCAI', 'Floortile', '', '12')",IJCAI,Floortile,,Floortile-,12
IJCAI_Floortile_13.yml,pr2,false,False,1799.072378,1799.5854402491825,109.99808,-1.0,1799.0240753763355,0.2755713379010558,"('IJCAI', 'Floortile', '', '13')",IJCAI,Floortile,,Floortile-,13
IJCAI_Floortile_14.yml,pr2,true,True,0.82853,0.8373928470537066,39.931904,67.0,0.3706128490157425,0.2724016727879643,"('IJCAI', 'Floortile', '', '14')",IJCAI,Floortile,,Floortile-,14
IJCAI_Floortile_15-x.yml,pr2,true,True,30.58616,30.598068999126557,262.303744,957.0,30.11361924931407,0.3020869209431112,"('IJCAI', 'Floortile', '', '15-x')",IJCAI,Floortile,,Floortile-,15-x
IJCAI_Floortile_15.yml,pr2,true,True,34.420359,34.43074039090425,265.637888,97.0,33.96960392408073,0.2794161322526634,"('IJCAI', 'Floortile', '', '15')",IJCAI,Floortile,,Floortile-,15
IJCAI_Floortile_16-x.yml,pr2,false,False,1799.622829,1799.71568315709,537.268224,-1.0,1799.1134525989182,0.304131390992552,"('IJCAI', 'Floortile', '', '16-x')",IJCAI,Floortile,,Floortile-,16-x
IJCAI_Floortile_16.yml,pr2,false,False,1799.615763,1799.6588595691137,832.24576,-1.0,1799.1157964495942,0.2780168610624969,"('IJCAI', 'Floortile', '', '16')",IJCAI,Floortile,,Floortile-,16
IJCAI_Floortile_17-x.yml,pr2,true,True,29.78613,29.799447037745267,261.705728,532.0,29.289516844786704,0.3095871303230524,"('IJCAI', 'Floortile', '', '17-x')",IJCAI,Floortile,,Floortile-,17-x
IJCAI_Floortile_17.yml,pr2,true,True,35.483468,35.49433903116733,265.658368,96.0,35.035302442032844,0.2781484480947256,"('IJCAI', 'Floortile', '', '17')",IJCAI,Floortile,,Floortile-,17
IJCAI_Floortile_18-x.yml,pr2,false,False,1799.592087,1799.699502153322,261.697536,-1.0,1799.1144994241183,0.3022800688631832,"('IJCAI', 'Floortile', '', '18-x')",IJCAI,Floortile,,Floortile-,18-x
IJCAI_Floortile_18.yml,pr2,OUT OF MEMORY (false),False,1755.807878,1755.675782875158,2048.0,,-1.0,0.2865814180113375,"('IJCAI', 'Floortile', '', '18')",IJCAI,Floortile,,Floortile-,18
IJCAI_Floortile_19-x.yml,pr2,true,True,28.875383,28.892567102331668,262.500352,420.0,28.37350042583421,0.3113844250328839,"('IJCAI', 'Floortile', '', '19-x')",IJCAI,Floortile,,Floortile-,19-x
IJCAI_Floortile_19.yml,pr2,true,True,43.980141,43.99490753887221,265.547776,102.0,43.508642052300274,0.2877266118302941,"('IJCAI', 'Floortile', '', '19')",IJCAI,Floortile,,Floortile-,19
IJCAI_Floortile_20-x.yml,pr2,false,False,1799.641375,1799.7354383897036,261.44768,-1.0,1799.1121632191353,0.3070810930803418,"('IJCAI', 'Floortile', '', '20-x')",IJCAI,Floortile,,Floortile-,20-x
IJCAI_Floortile_20.yml,pr2,false,False,1799.569646,1799.6798466979526,265.6256,-1.0,1799.118085309863,0.2828143807128072,"('IJCAI', 'Floortile', '', '20')",IJCAI,Floortile,,Floortile-,20
